Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",season,Position_Group,PDI,processing_date,data_source,ml_features_applied
Jung Myung-Oh,Myung-Oh Jung,119898,Ayutthaya United,Sukhothai,https://cdn5.wyscout.com/photos/team/public/g35671_120x120.png,Thai League 2,"LCMF, AMF, RWF",LCMF,18.0,AMF,14.0,RWF,12.0,34.0,1986-10-29,50000,2024-06-30,29,2717,2,2.43,3,1.04,17.09,47.87,Korea Republic,['Korea Republic'],,189,84,False,5.47,4.5,60.29,3.61,52.29,0.46,0.68,0.1,2.29,3.35,1.23,1,0.03,0,0.0,1.49,0.07,2,0.07,0.08,2,0.07,29,0.96,20.69,6.897,0.1,0.93,21.43,0.43,30.77,0.5,13.33,0.03,1.85,46.43,5.66,43.27,1.39,0.36,0.23,26.3,1.19,1.46,36.3,80.38,10.8,66.56,6.69,94.06,31.2,85.67,4.21,54.33,18.83,39.38,0.03,0.43,0.07,0.03,0.66,35.0,0.17,5.83,57.95,2.19,28.79,1.29,20.51,0.6000000000000001,0.2,5.13,77.42,85.25,12.12,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.61,0.03,0.0,0.0,0.0,0,0.0,2020-21,MID,52.315408601781364,2025-08-09T10:11:28.677422,simple_processor,True
P. Roller,Philip Roller,285723,,Ratchaburi,,,RB,RB,66.0,,0.0,,0.0,27.0,1994-06-10,100000,,29,2706,14,11.43,1,3.27,15.37,47.4,Thailand,"['Thailand', 'Germany']",both,176,0,False,6.19,6.29,63.49,1.2,30.56,0.0,0.0,0.03,2.2,3.15,1.16,6,0.2,0,0.0,3.13,0.47,6,0.2,0.38,0,0.0,47,1.56,42.55,29.787,0.03,2.69,34.57,0.27,37.5,2.29,34.78,0.23,2.66,53.75,5.45,40.85,2.06,2.49,1.26,21.49,1.46,0.5700000000000001,29.67,84.19,8.02,79.25,5.12,98.05,24.91,92.12,2.39,51.39,19.84,34.49,0.11,0.93,0.03,0.03,0.27,37.5,0.47,3.36,75.25,2.2,43.94,0.47,28.57,0.73,0.73,4.82,82.76,84.64,11.91,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.2,0.27,0.2,0.0,0.03,9,88.889,2020-21,DEF,59.764325897201324,2025-08-09T10:11:28.677422,simple_processor,True
A. Ngrnbukkol,Anuchit Ngrnbukkol,-171973,Sukhothai,Rayong,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"RCMF, LCMF",RCMF,64.0,LCMF,10.0,,0.0,28.0,1993-07-23,75000,2025-06-30,28,2698,2,2.7,5,2.71,14.58,53.09,Thailand,['Thailand'],right,0,0,False,7.67,6.5,58.46,1.1,42.42,0.4,0.5,0.4,3.47,4.3,1.43,6,0.2,0,0.0,2.07,0.07,2,0.07,0.09,0,0.0,60,2.0,25.0,3.333,0.17,0.77,26.09,0.27,37.5,0.5,20.0,0.27,1.87,64.29,4.1,53.66,1.03,0.87,0.43,32.79,0.47,1.1,44.63,79.75,17.55,69.2,4.3,93.02,37.19,85.56,6.77,53.2,20.9,40.13,0.09,1.03,0.0,0.03,0.8300000000000001,20.0,0.27,9.47,61.97,1.93,34.48,1.4,23.81,0.5700000000000001,0.23,9.17,76.73,84.07,17.38,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,1.1,0.7000000000000001,0.3,44.44,1.27,0,0.0,2020-21,MID,57.59331378701053,2025-08-09T10:11:28.677422,simple_processor,True
Everton,Everton Goncalves Saturnino,172331,Bangkok United,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,"LCB, LCB3",LCB,73.0,LCB3,25.0,,0.0,31.0,1990-02-05,300000,,28,2688,3,1.8,2,0.0,15.54,62.5,Brazil,['Brazil'],left,185,75,False,9.68,5.73,66.67,6.66,63.82,0.3,0.51,0.74,5.5600000000000005,9.34,1.21,4,0.13,0,0.0,0.3,0.1,3,0.1,0.06,2,0.07,10,0.33,60.0,30.0,0.07,0.13,0.0,0.07,0.0,0.07,0.0,0.0,0.23,28.57,0.8,41.67,0.94,1.07,0.13,32.28,0.54,0.54,46.47,89.77,19.12,80.56,2.18,98.46,41.79,94.23,4.55,51.47,21.29,39.91,0.0,0.0,0.03,0.0,0.07,50.0,0.0,6.6,73.6,0.5,33.33,0.23,14.29,0.17,0.0,7.63,73.25,97.18,21.4,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,6.66,0.03,0.0,0.0,0.0,0,0.0,2020-21,DEF,56.233488817676445,2025-08-09T10:11:28.677422,simple_processor,True
Victor Cardozo,Victor Mattos Cardozo,172544,BG Pathum United FC,BG Pathum United FC,https://cdn5.wyscout.com/photos/team/public/g13080_120x120.png,Thai League,CB,CB,92.0,,0.0,,0.0,31.0,1989-12-19,250000,2025-06-30,28,2658,15,11.66,0,0.0,8.67,64.06,Brazil,['Brazil'],right,0,0,False,6.5,2.64,66.67,3.69,72.48,0.14,0.19,0.68,4.6,6.53,0.68,5,0.17,0,0.0,0.74,0.51,5,0.17,0.39,5,0.17,36,1.22,55.56,41.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,50.0,0.74,40.91,1.12,0.17,0.03,25.19,0.17,0.51,33.05,90.98,9.04,74.91,1.66,95.92,29.56,95.99,3.49,48.54,23.57,37.53,0.0,0.03,0.03,0.0,0.0,0.0,0.03,2.23,59.09,0.2,0.0,0.14,50.0,0.1,0.0,3.59,66.98,97.9,20.93,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,3.69,0.0,0.0,0.0,0.0,10,100.0,2020-21,DEF,55.97786993163933,2025-08-09T10:11:28.677422,simple_processor,True
D. Bošković,Dragan Bošković,82992,,Police Tero,,,"CF, AMF, LW",CF,34.0,AMF,22.0,LW,14.0,35.0,1985-12-27,0,,28,2655,9,6.43,1,3.68,20.75,45.42,Montenegro,['Montenegro'],right,185,79,False,5.19,4.71,49.64,2.75,33.33,0.24,0.36,0.03,2.61,3.97,1.22,1,0.03,0,0.0,3.19,0.31,7,0.24,0.22,2,0.07,33,1.12,42.42,27.273,0.03,1.22,38.89,0.58,35.29,0.64,42.11,0.2,3.25,56.25,9.53,47.69,2.64,2.03,1.12,21.73,1.76,2.03,32.2,81.89,7.93,70.09,7.25,92.99,29.49,84.48,1.53,66.67,16.32,32.0,0.12,1.25,0.0,0.07,0.92,44.44,0.31,4.07,72.5,1.83,57.41,0.71,33.33,1.12,0.44,4.1,84.3,83.9,9.9,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,2.75,0.54,0.0,0.0,0.64,2,100.0,2020-21,FWD,52.147774744590684,2025-08-09T10:11:28.677422,simple_processor,True
J. Praisuwan,Jakkaphan Praisuwan,474288,Muang Thong United,Samut Prakan City,https://cdn5.wyscout.com/photos/team/public/2860_120x120.png,Thai League,"RCB, LCB",RCB,85.0,LCB,13.0,,0.0,26.0,1994-08-16,250000,2026-06-30,28,2653,1,0.4,4,3.37,9.5,58.93,Thailand,['Thailand'],right,177,72,True,8.35,4.14,57.38,2.07,59.02,0.31,0.45,0.31,5.67,8.32,0.58,3,0.1,1,0.03,0.81,0.03,1,0.03,0.01,0,0.0,14,0.47,21.43,7.143,0.14,0.71,42.86,0.27,37.5,0.44,46.15,0.2,0.51,73.33,1.46,55.81,0.1,1.39,0.31,36.54,0.61,0.61,49.33,86.31,24.53,77.87,1.42,95.24,39.32,92.84,9.36,61.96,24.38,43.79,0.11,0.88,0.0,0.0,0.17,20.0,0.17,10.25,68.87,2.21,38.46,1.39,36.59,0.47,0.31,12.21,81.67,96.01,19.54,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,2.07,1.22,0.14,25.0,2.17,0,0.0,2020-21,DEF,56.38555839000638,2025-08-09T10:11:28.677422,simple_processor,True
R. Maikami,Ratthanakorn Maikami,447966,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,"RCB3, RCMF, RDMF",RCB3,33.0,RCMF,28.0,RDMF,10.0,23.0,1998-01-07,300000,2025-06-30,29,2650,2,0.95,7,5.52,11.38,54.63,Thailand,['Thailand'],right,175,65,False,8.83,6.62,65.64,1.22,27.78,1.36,1.97,0.14,3.12,4.52,0.88,5,0.17,0,0.0,0.48,0.07,2,0.07,0.03,0,0.0,11,0.37,36.36,18.182,0.24,0.58,29.41,0.24,28.57,0.27,25.0,0.1,0.27,50.0,1.09,37.5,0.14,0.68,0.07,29.38,0.48,0.14,41.81,87.9,15.42,78.85,3.12,96.74,36.65,92.96,4.65,54.74,19.98,36.15,0.19,1.46,0.07,0.07,0.14,25.0,0.17,7.57,75.78,1.56,47.83,0.78,30.43,0.65,0.07,7.1,86.6,93.29,19.22,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.22,1.36,0.17,60.0,3.09,0,0.0,2020-21,DEF,57.5539216687809,2025-08-09T10:11:28.677422,simple_processor,True
P. Khammai,Patiwat Khammai,329730,Bangkok United,Samut Prakan City,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,GK,GK,100.0,,0.0,,0.0,26.0,1994-12-24,350000,2025-06-30,27,2639,0,0.0,0,0.0,1.16,88.24,Thailand,['Thailand'],right,185,80,False,1.84,0.07,100.0,0.89,92.31,0.03,0.05,0.0,1.74,2.54,0.03,3,0.1,1,0.03,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.07,100.0,0.0,0.0,0.0,8.42,0.2,0.24,16.2,87.58,9.07,81.58,0.0,0.0,11.56,97.35,4.6,63.7,29.37,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,57.14,0.07,0.0,0.0,0.0,0.0,0.0,3.68,66.67,95.81,6.51,44,1.5,150,5.12,8,70.67,43.09,1.47,-0.91,0.0,0.0,2.9,0.89,0.0,0.0,0.0,0.0,0,0.0,2020-21,GK,56.75050698907975,2025-08-09T10:11:28.677422,simple_processor,True
S. Yooyen,Sarach Yooyen,322971,BG Pathum United FC,BG Pathum United FC,https://cdn5.wyscout.com/photos/team/public/g13080_120x120.png,Thai League,"DMF, RCMF",DMF,63.0,RCMF,20.0,,0.0,29.0,1992-05-30,400000,2026-06-30,28,2625,0,1.36,4,2.89,10.49,54.25,Thailand,['Thailand'],right,168,62,False,7.13,5.25,64.05,0.89,23.08,0.27,0.39,0.27,3.5,5.02,1.03,6,0.21,2,0.07,1.2,0.0,0,0.0,0.05,0,0.0,24,0.8200000000000001,33.33,0.0,0.14,0.41,58.33,0.1,33.33,0.31,66.67,0.07,0.8200000000000001,62.5,2.43,56.34,0.38,0.45,0.07,30.41,0.17,0.79,42.65,88.1,14.47,76.3,5.38,96.82,37.51,92.23,4.77,58.27,20.04,40.65,0.1,0.8200000000000001,0.03,0.07,0.34,50.0,0.24,7.75,74.34,1.58,54.35,0.86,44.0,0.62,0.24,6.89,86.07,93.74,16.97,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.89,0.79,0.0,0.0,0.86,0,0.0,2020-21,MID,53.587937284994254,2025-08-09T10:11:28.677422,simple_processor,True
W. Homsaen,Wasan Homsaen,157709,Khon Kaen United,Chiangrai United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"RB, RCB, RB5",RB,47.0,RCB,25.0,RB5,15.0,30.0,1991-08-02,125000,2025-06-30,28,2606,0,0.41,1,1.72,17.79,54.95,Thailand,['Thailand'],right,173,62,False,10.5,8.74,57.71,3.38,59.18,0.62,0.99,0.45,4.83,7.66,1.35,10,0.35,0,0.0,1.73,0.0,0,0.0,0.01,0,0.0,5,0.17,40.0,0.0,0.03,1.73,40.0,0.07,50.0,1.66,39.58,0.03,1.49,62.79,3.21,46.24,0.41,0.48,0.21,18.72,1.28,0.76,30.15,82.47,11.67,75.74,3.07,92.13,25.25,89.19,3.25,52.13,19.66,37.15,0.06,0.52,0.07,0.0,0.07,50.0,0.24,4.01,68.97,1.97,57.89,0.21,50.0,0.55,0.6900000000000001,6.7,73.71,86.64,10.6,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,3.38,0.0,0.0,0.0,0.0,0,0.0,2020-21,DEF,59.05295415214336,2025-08-09T10:11:28.677422,simple_processor,True
N. Weerawatnodom,Narubadin Weerawatnodom,281972,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,"RWB, RB",RWB,61.0,RB,31.0,,0.0,27.0,1994-07-12,250000,2025-06-30,27,2598,1,1.03,0,2.81,18.57,54.29,Thailand,['Thailand'],right,180,70,False,9.04,8.24,60.92,1.63,44.68,0.52,0.77,0.17,3.5,5.16,1.59,6,0.21,0,0.0,3.46,0.03,1,0.03,0.04,0,0.0,17,0.59,23.53,5.882,0.0,3.78,37.61,0.0,0.0,3.78,37.61,0.42,3.26,54.26,5.85,55.62,1.56,2.36,0.8300000000000001,27.12,2.15,1.39,37.34,76.72,12.51,67.87,4.54,89.31,30.03,83.97,3.85,56.76,20.7,42.28,0.1,1.07,0.03,0.03,0.48,28.57,0.52,6.58,70.53,3.85,55.86,0.42,25.0,1.39,1.25,9.73,86.12,80.94,15.45,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.63,0.03,0.03,0.0,0.0,0,0.0,2020-21,DEF,56.89007515475387,2025-08-09T10:11:28.677422,simple_processor,True
J. Baggio,John Baggio Rakotonomenjanahary,212361,Sukhothai,Sukhothai,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"CF, LW, LWF",CF,39.0,LW,30.0,LWF,11.0,29.0,1991-12-19,300000,2024-06-30,27,2597,16,14.3,4,4.72,20.83,32.95,Madagascar,['Madagascar'],both,168,0,False,2.18,2.77,45.0,2.67,15.58,0.17,0.26,0.0,0.76,1.13,0.87,3,0.1,0,0.0,5.2,0.55,8,0.28,0.5,0,0.0,99,3.43,36.36,16.162,0.14,3.47,26.0,1.77,31.37,1.66,20.83,0.21,5.86,43.2,12.65,37.26,3.5700000000000003,1.56,1.04,16.08,2.04,1.42,22.66,63.61,6.1,46.59,4.47,86.82,16.53,74.0,2.95,48.24,19.82,36.04,0.16,1.28,0.07,0.03,1.59,32.61,0.59,2.74,51.9,4.44,45.31,2.43,32.86,1.35,0.94,3.43,75.76,61.54,6.31,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.67,1.25,0.73,19.05,2.15,9,88.889,2020-21,FWD,58.70416623256405,2025-08-09T10:11:28.677422,simple_processor,True
Sergio Suárez,Sergio Gustavo Suárez Arteaga,58701,Tamaraceite,Port FC,https://cdn5.wyscout.com/photos/team/public/g-10711_120x120.png,Segunda B,"AMF, CF",AMF,58.0,CF,23.0,,0.0,34.0,1987-01-06,0,,27,2594,15,15.55,4,4.74,23.35,48.59,Spain,['Spain'],right,182,72,False,5.07,5.03,57.93,3.61,53.85,0.07,0.1,0.1,2.08,3.11,1.56,9,0.31,0,0.0,5.59,0.52,8,0.28,0.54,6,0.21,81,2.81,41.98,18.519,0.14,2.32,38.81,0.94,33.33,1.35,41.03,0.14,5.31,59.48,11.31,47.55,3.12,2.32,1.14,34.38,1.8,2.15,43.86,84.49,12.42,75.42,7.63,92.73,37.82,90.28,3.99,53.04,18.47,42.77,0.16,1.32,0.03,0.03,0.9,38.46,0.52,7.32,69.19,3.26,46.81,1.73,34.0,1.01,0.9,6.45,88.17,85.97,15.58,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.07,0.07,0.0,0.03,8,87.5,2020-21,MID,58.740994292207496,2025-08-09T10:11:28.677422,simple_processor,True
M. Falkesgaard,Michael Falkesgaard,134288,B 93,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g620_120x120.png,1st Division,GK,GK,100.0,,0.0,,0.0,30.0,1991-04-09,150000,2025-06-30,27,2591,0,0.63,0,0.0,0.38,72.73,Denmark,"['Denmark', 'Philippines']",right,191,78,False,1.46,0.03,100.0,0.17,80.0,0.0,0.0,0.0,1.42,2.35,0.0,2,0.07,0,0.0,0.07,0.0,0,0.0,0.02,0,0.0,1,0.03,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.33,0.14,50.0,0.03,0.07,0.0,10.52,0.42,0.07,17.12,88.64,11.01,83.91,0.0,0.0,12.12,97.71,5.0,66.67,30.04,45.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,54.29,0.21,33.33,0.1,66.67,0.07,0.0,3.54,71.57,98.24,5.91,35,1.22,118,4.1,4,70.34,35.26,1.22,0.26,0.009,0.0,1.11,0.17,0.0,0.0,0.0,0.0,0,0.0,2020-21,GK,54.05713842969945,2025-08-09T10:11:28.677422,simple_processor,True
P. Chamrasamee,Peeradon Chamrasamee,433704,Port FC,Samut Prakan City,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,"RCMF, LCMF",RCMF,61.0,LCMF,37.0,,0.0,28.0,1992-09-15,350000,2026-06-30,28,2581,3,3.73,1,1.21,13.46,51.81,Thailand,['Thailand'],right,175,65,False,5.51,4.57,45.8,1.26,58.33,0.17,0.26,0.24,3.24,4.8100000000000005,1.39,8,0.28,1,0.03,2.79,0.1,2,0.07,0.13,0,0.0,38,1.33,34.21,7.895,0.03,0.45,38.46,0.14,75.0,0.31,22.22,0.07,2.58,74.32,5.68,54.6,1.39,1.53,0.73,34.52,0.91,1.19,44.29,89.06,12.31,80.74,5.89,91.72,39.89,91.26,3.94,72.57,19.62,38.93,0.04,0.77,0.14,0.07,0.66,36.84,0.17,7.71,80.54,1.29,56.76,0.87,32.0,0.91,0.14,6.42,82.61,93.7,19.91,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.26,0.1,0.0,0.0,0.03,1,100.0,2020-21,MID,54.70906893848467,2025-08-09T10:11:28.677422,simple_processor,True
P. Tanthatemee,Pawee Tanthatemee,439162,Prachuap,Ratchaburi,https://cdn5.wyscout.com/photos/team/public/g24607_120x120.png,Thai League,"RCB, LCB",RCB,48.0,LCB,45.0,,0.0,24.0,1996-10-22,125000,2025-06-30,27,2575,1,1.43,0,0.33,12.41,63.1,Thailand,['Thailand'],,185,78,False,8.95,5.8,67.47,2.45,62.86,0.1,0.15,0.31,4.93,7.05,0.98,3,0.1,0,0.0,0.45,0.03,1,0.03,0.05,0,0.0,10,0.35,30.0,10.0,0.0,0.03,100.0,0.0,0.0,0.03,100.0,0.0,0.49,64.29,1.64,61.7,0.49,0.28,0.31,22.3,0.31,1.05,32.23,92.62,13.46,88.83,1.5,93.02,29.95,94.75,2.24,64.06,20.29,33.13,0.01,0.1,0.0,0.07,0.07,0.0,0.07,2.17,83.87,0.14,50.0,0.03,0.0,0.03,0.03,5.42,76.77,96.92,14.75,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,2.45,0.0,0.0,0.0,0.0,0,0.0,2020-21,DEF,57.16754171025097,2025-08-09T10:11:28.677422,simple_processor,True
Ricardo Santos,Ricardo Henrique da Silva dos Santos,30230,Uthai Thani,Trat,https://cdn5.wyscout.com/photos/team/public/g27287_120x120.png,Thai League,CF,CF,98.0,,0.0,,0.0,34.0,1987-02-13,200000,,27,2571,10,10.19,6,2.64,28.35,41.73,Brazil,['Brazil'],right,189,80,False,2.14,1.65,63.83,9.94,49.3,0.0,0.0,0.07,1.09,1.5,1.23,2,0.07,1,0.04,3.29,0.35,8,0.28,0.36,2,0.07,59,2.07,40.68,16.949,0.21,1.16,42.42,0.46,30.77,0.63,50.0,0.18,3.54,50.5,12.01,36.15,4.1,1.16,0.49,9.24,2.66,2.42,15.58,77.98,2.87,64.63,4.41,93.65,13.83,81.27,0.63,72.22,15.27,21.94,0.09,0.77,0.04,0.0,0.53,33.33,0.56,1.4,67.5,1.16,60.61,0.42,33.33,0.98,0.56,1.37,71.79,79.69,4.48,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,9.94,0.0,0.0,0.0,0.0,2,100.0,2020-21,FWD,60.28469386508118,2025-08-09T10:11:28.677422,simple_processor,True
Dennis Murillo,Dennis Murillo Skrzypiec,150963,Lamphun Warrior,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g27286_120x120.png,Thai League,CF,CF,95.0,,0.0,,0.0,29.0,1992-04-28,350000,2025-06-30,28,2564,21,16.29,0,1.8,26.15,41.21,Brazil,['Brazil'],left,184,83,False,4.07,3.19,56.04,9.3,48.3,0.49,0.67,0.11,1.79,2.45,2.6,5,0.18,0,0.0,2.42,0.74,15,0.53,0.5700000000000001,5,0.18,88,3.09,48.86,23.864,0.0,0.67,10.53,0.35,10.0,0.32,11.11,0.07,1.9,42.59,8.32,34.18,3.83,0.56,0.18,8.67,1.4,2.04,14.43,71.05,3.72,53.77,4.11,88.89,13.06,75.81,0.7000000000000001,40.0,14.99,21.41,0.06,0.84,0.0,0.0,0.18,20.0,0.25,1.54,52.27,1.05,33.33,0.28,12.5,0.6000000000000001,0.11,1.19,70.59,67.37,3.33,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.39,0.39,54.55,0.0,6,100.0,2020-21,FWD,67.87158781747132,2025-08-09T10:11:28.677422,simple_processor,True
M. Bihr,Manuel Bihr,252344,Bangkok United,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,"RCB, RCB3",RCB,73.0,RCB3,16.0,,0.0,27.0,1993-09-17,200000,,27,2564,3,2.38,0,0.43,10.0,60.7,Germany,"['Germany', 'Thailand']",right,184,76,False,6.18,3.86,67.27,2.77,51.9,0.14,0.24,0.42,3.44,5.86,0.46,3,0.11,1,0.04,0.46,0.11,3,0.11,0.08,1,0.04,6,0.21,83.33,50.0,0.0,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.28,87.5,1.44,65.85,0.6000000000000001,1.05,0.04,32.22,0.46,1.05,44.3,92.71,15.66,85.87,3.12,95.51,40.09,95.88,4.14,63.56,20.86,39.22,0.01,0.18,0.0,0.04,0.07,50.0,0.04,5.37,79.08,0.21,33.33,0.32,44.44,0.14,0.0,6.84,80.0,97.22,21.48,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,2.77,0.0,0.0,0.0,0.0,0,0.0,2020-21,DEF,55.756732129905586,2025-08-09T10:11:28.677422,simple_processor,True
Vander,Vander Luiz Silva Souza,112827,Prachuap,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g24607_120x120.png,Thai League,"LAMF, CF, LWF",LAMF,32.0,CF,31.0,LWF,17.0,31.0,1990-04-17,350000,2025-06-30,26,2554,7,7.95,11,9.89,27.8,48.29,Brazil,['Brazil'],right,176,67,False,2.18,2.26,45.31,0.42,25.0,0.39,0.64,0.0,0.78,1.28,1.13,5,0.18,0,0.0,10.92,0.25,5,0.18,0.28,0,0.0,80,2.8200000000000003,33.75,8.75,0.39,4.93,30.0,2.54,23.61,2.36,37.31,1.02,12.65,61.0,22.8,49.61,3.77,4.33,1.62,24.67,2.29,2.92,35.63,77.45,6.17,70.29,6.17,94.29,26.82,86.47,4.16,74.58,23.58,41.92,0.35,2.47,0.04,0.04,1.8,43.14,1.06,4.55,75.19,5.53,47.77,1.87,37.74,1.94,1.52,5.64,93.75,77.24,18.11,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.42,1.55,0.28,25.0,3.98,2,100.0,2020-21,MID,53.91192228826348,2025-08-09T10:11:28.677422,simple_processor,True
A. Túñez,Andrés José Túñez Arceo,61900,,BG Pathum United FC,,,"LCB3, LCB",LCB3,82.0,LCB,17.0,,0.0,34.0,1987-03-15,0,,27,2553,6,1.78,1,0.95,11.0,63.14,Venezuela,['Venezuela'],left,187,95,False,9.24,5.01,71.83,3.1,57.95,0.21,0.31,0.6000000000000001,5.43,7.91,0.95,8,0.28,0,0.0,0.53,0.21,6,0.21,0.06,5,0.18,16,0.56,50.0,37.5,0.04,0.32,22.22,0.28,25.0,0.04,0.0,0.07,0.28,62.5,0.74,57.14,0.78,0.88,0.14,31.76,0.25,0.32,44.88,86.65,21.01,78.69,1.69,87.5,36.03,93.84,8.53,58.68,25.99,42.12,0.03,0.21,0.04,0.0,0.07,0.0,0.11,10.29,74.66,1.09,32.26,0.42,41.67,0.35,0.11,12.09,85.13,95.16,20.41,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.1,0.0,0.0,0.0,0.0,0,0.0,2020-21,DEF,53.44832089908034,2025-08-09T10:11:28.677422,simple_processor,True
